npc,Char_4022,Ranulph,de Preston,1159,,true,Eng,true,5.00,7.00,lang_C2,90,0,7.00,2.66,true,false,,,,,,10000,false,false,ELA05,,Char_47
npc,Char_4023,George,de Southport,1163,,true,Eng,true,7.00,5.00,lang_C2,90,0,1.00,3.00,true,false,,,,,,10000,false,false,ELA07,,Char_47
npc,Char_4024,William,de Bootle,1167,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,6.33,true,false,,,,,,10000,false,false,ELA09,,Char_47
npc,Char_4025,William,de London,1152,,true,Eng,true,6.00,2.00,lang_C2,90,0,8.00,3.00,true,false,,,,,,10000,false,false,ELN01,,Char_47
npc,Char_4026,John,de Norwich,1156,,true,Eng,true,6.00,6.00,lang_C2,90,0,5.00,5.33,true,false,,,,,,10000,false,false,ENF04,,Char_47
npc,Char_4027,James,de Rutland,1160,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,5.66,true,false,,,,,,10000,false,false,ENH01,,Char_47
npc,Char_4028,Philip,de Northampton,1164,,true,Eng,true,8.00,4.00,lang_C2,90,0,6.00,4.33,true,false,,,,,,10000,false,false,ENH03,,Char_47
npc,Char_4029,Thomas,de Daventry,1168,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,5.00,true,false,,,,,,10000,false,false,ENH04,,Char_47
npc,Char_4030,Alan,de Worksop,1150,,true,Eng,true,5.00,3.00,lang_C2,90,0,3.00,6.33,true,false,,,,,,10000,false,false,ENO01,,Char_47
npc,Char_4031,Ralph,de Newark,1154,,true,Eng,true,7.00,8.00,lang_C2,90,0,6.00,7.00,true,false,,,,,,10000,false,false,ENO02,,Char_47
npc,Char_4032,Richard,de Nottingham,1158,,true,Eng,true,7.00,7.00,lang_C2,90,0,8.00,3.00,true,false,,,,,,10000,false,false,ENO04,,Char_47
npc,Char_4033,Simon,de Norham,1162,,true,Eng,true,8.00,5.00,lang_C2,90,0,1.00,5.66,true,false,,,,,,10000,false,false,ENU01,,Char_47
npc,Char_4034,Robert,de Newcastle-on-Tyne,1166,,true,Eng,true,4.00,5.00,lang_C2,90,0,5.00,6.00,true,false,,,,,,10000,false,false,ENU04,,Char_47
npc,Char_4035,Piers,of Oxford,1151,,true,Eng,true,7.00,6.00,lang_C2,90,0,1.00,4.33,true,false,,,,,,10000,false,false,EOX03,,Char_47
npc,Char_4036,Lewis,de Woking,1155,,true,Eng,true,4.00,1.00,lang_C2,90,0,6.00,4.33,true,false,,,,,,10000,false,false,ESR02,,Char_47
npc,Char_4037,John,de Guilford,1159,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,3.66,true,false,,,,,,10000,false,false,ESR04,,Char_47
npc,Char_4038,Robert,of Eye,1163,,true,Eng,true,8.00,7.00,lang_C2,90,0,8.00,2.66,true,false,,,,,,10000,false,false,ESU02,,Char_47
npc,Char_4039,William,of Ipswich,1167,,true,Eng,true,6.00,3.00,lang_C2,90,0,8.00,5.33,true,false,,,,,,10000,false,false,ESU05,,Char_47
npc,Char_4040,Guy,de Salisbury,1152,,true,Eng,true,8.00,2.00,lang_C2,90,0,7.00,6.00,true,false,,,,,,10000,false,false,ESY04,,Char_47
npc,Char_4041,Ralph,de Whitby,1156,,true,Eng,true,6.00,6.00,lang_C2,90,0,6.00,6.00,true,false,,,,,,10000,false,false,EYS04,,Char_47
npc,Char_4042,Robert,de Scarborough,1160,,true,Eng,true,7.00,2.00,lang_C2,90,0,6.00,6.00,true,false,,,,,,10000,false,false,EYS08,,Char_47
npc,Char_4043,Edward,de York,1164,,true,Eng,true,8.00,1.00,lang_C2,90,0,7.00,5.66,true,false,,,,,,10000,false,false,EYS10,,Char_47
npc,Char_4044,Fulk,de Market Weighton,1168,,true,Eng,true,7.00,7.00,lang_C2,90,0,7.00,5.66,true,false,,,,,,10000,false,false,EYS13,,Char_47
npc,Char_6213,Archbishop of Canterbury Hubert,Walter,1140,,true,Eng,true,6.00,7.00,lang_C2,90,0,9.00,4.66,true,false,,,,,,10000,false,false,EKE03,,Char_47
npc,Char_6214,Bishop of Bath Savaric,FitzGeldewin,1148,,true,Eng,true,6.00,7.00,lang_C2,90,0,6.00,3.66,true,false,,,,,,10000,false,false,ESM01,,Char_47
npc,Char_325,Robert,de Beauchamp,1191,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,3.00,true,false,Char_185,,Char_185,,,0,false,false,ESM06,,
npc,Char_326,Alice,de Beauchamp,1164,,false,Eng,true,5.00,3.00,lang_C2,90,0,1.00,2.33,true,false,Char_185,Char_185,,,,0,false,false,ESM06,,
npc,Char_327,Margaret,Basset,1166,,false,Eng,true,6.00,2.00,lang_C2,90,0,2.00,2.66,true,false,Char_208,Char_208,,,,0,false,false,ENH02,,
npc,Char_328,Ralph,Basset,1188,,true,Eng,true,7.00,8.00,lang_C2,90,0,2.00,6.00,true,false,Char_208,,,,,0,false,false,ENH02,,
npc,Char_329,Philip,Tateshal,1174,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,1.66,true,false,Char_209,Char_1216,Char_209,,,0,false,false,ELC06,,
npc,Char_331,Reinald,de Courtenay,1125,,true,Eng,true,6.00,8.00,lang_C2,90,0,6.00,2.33,true,false,Char_96,Char_96,,,,0,false,false,EDV05,,
npc,Char_332,Hamelin Plantaganet,de Warenne,1129,,true,Eng,true,4.00,6.00,lang_C2,90,0,6.00,6.00,true,false,Char_281,Char_281,,,,0,false,false,ESR03,,
npc,Char_333,Hawise Paynel,de Somery,1129,,false,Eng,true,3.00,4.00,lang_C2,90,0,1.00,4.66,true,false,Char_168,,,,,0,false,false,EWK03,,
npc,Char_338,Geoffrey FitzPiers,Mandeville,1160,,true,Eng,true,9.00,2.00,lang_C2,90,0,9.00,7.00,true,false,Char_233,Char_233,,,,0,false,false,EEX03,,
npc,Char_340,Annabel Balliol,Greystoke,1136,,false,Eng,true,6.00,1.00,lang_C2,90,0,4.00,4.66,true,false,Char_102,Char_102,,,,0,false,false,ECU04,,
npc,Char_343,Hervey de Bagot,de Stafford,1140,,true,Eng,true,6.00,5.00,lang_C2,90,0,1.00,5.00,true,false,Char_211,Char_211,,,,0,false,false,EST02,,
npc,Char_348,Gundred,de Warenne,1144,,false,Eng,true,6.00,4.00,lang_C2,90,0,1.00,5.33,true,false,Char_281,,,,,0,false,false,ESR03,,
npc,Char_352,Margery Bohun,Beaumont,1145,,false,Eng,true,6.00,3.00,lang_C2,90,0,8.00,6.66,true,false,Char_256,Char_256,,,,0,false,false,EWK02,,
npc,Char_356,Isabel de Clare,Marshal,1172,,false,Eng,true,5.00,8.00,lang_C2,90,0,5.00,2.66,true,false,Char_158,Char_158,,,,0,false,false,EPM02,,
npc,Char_359,William,Greystoke,1146,,true,Eng,true,6.00,5.00,lang_C2,90,0,4.00,1.66,true,false,Char_102,,,,,0,false,false,ECU04,,
npc,Char_360,Agnes of Essex,de Vere,1147,,false,Eng,true,7.00,8.00,lang_C2,90,0,6.00,5.00,true,false,Char_280,,,,,0,false,false,EEX02,,
npc,Char_361,Agatha,de Ferrers,1187,,false,Eng,true,6.00,2.00,lang_C2,90,0,1.00,5.00,true,false,Char_292,,,,,0,false,false,EST03,,
npc,Char_362,Agnes Basset,de Grelley,1168,,false,Eng,true,8.00,2.00,lang_C2,90,0,1.00,5.66,true,false,Char_257,,,,,0,false,false,ELA06,,
npc,Char_363,Roger III,de Nonant,1147,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,5.00,true,false,Char_1,,,,,0,false,false,EDV08,,
npc,Char_364,Hugh,Malet,1190,,true,Eng,true,4.00,4.00,lang_C2,90,0,7.00,3.33,true,false,Char_219,,Char_219,,,0,false,false,ESM05,,
npc,Char_365,Grecia,de Vaux,1186,,false,Eng,true,5.00,1.00,lang_C2,90,0,2.00,5.33,true,false,Char_199,,Char_199,,,0,false,false,ECU01,,
npc,Char_367,Philippa de Ponthieu,Roumare,1148,,false,Eng,true,7.00,5.00,lang_C2,90,0,8.00,3.33,true,false,Char_237,Char_237,,,,0,false,false,ELC05,,
npc,Char_376,Pernelle,Beaumont,1177,,false,Eng,true,6.00,4.00,lang_C2,90,0,3.00,6.00,true,false,Char_93,,,,,0,false,false,EDR04,,
npc,Char_383,Isabel,de Warenne,1182,,false,Eng,true,6.00,3.00,lang_C2,90,0,1.00,2.00,true,false,Char_32,,Char_32,,,0,false,false,ENF05,,
npc,Char_384,Reginald,de Warenne,1179,,true,Eng,true,8.00,1.00,lang_C2,90,0,2.00,5.33,true,false,Char_32,,Char_32,,,0,false,false,ENF05,,
npc,Char_385,John,de Mohun,1184,,true,Eng,true,6.00,2.00,lang_C2,90,0,5.00,2.66,true,false,Char_21,,,,,0,false,false,ESM02,,
npc,Char_386,Lucy,de Mohun,1161,,false,Eng,true,5.00,7.00,lang_C2,90,0,2.00,2.66,true,false,Char_21,,,,,0,false,false,ESM02,,
npc,Char_390,Anselm,Marshal,1153,,true,Eng,true,5.00,8.00,lang_C2,90,0,8.00,3.66,true,false,Char_158,,,,,0,false,false,EPM02,,
npc,Char_391,Bishop Exeter Henry,Marshal,1149,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,5.33,true,false,Char_158,,,,,0,false,false,EDV03,,
npc,Char_392,Margaret,Marshal,1147,,false,Eng,true,4.00,1.00,lang_C2,90,0,7.00,5.33,true,false,Char_158,,,,,0,false,false,EPM02,,
npc,Char_396,Hawise,Malet,1193,,false,Eng,true,4.00,3.00,lang_C2,90,0,4.00,4.33,true,false,Char_219,,Char_219,,,0,false,false,ESM05,,
npc,Char_397,Mabel,Malet,1192,,false,Eng,true,7.00,1.00,lang_C2,90,0,1.00,4.33,true,false,Char_219,,Char_219,,,0,false,false,ESM05,,
npc,Char_398,Alice Basset,Malet,1179,,false,Eng,true,7.00,8.00,lang_C2,90,0,6.00,3.33,true,false,Char_219,Char_219,,,,0,false,false,ESM05,,
npc,Char_399,Robert,de Curcy,1174,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,2.33,true,false,Char_224,,,,,0,false,false,ESM01,,
npc,Char_400,Richard,de Curcy,1172,,true,Eng,true,5.00,3.00,lang_C2,90,0,6.00,4.00,true,false,Char_224,,,,,0,false,false,ESM01,,
npc,Char_406,Gerard,de Fournival,1153,,true,Eng,true,6.00,1.00,lang_C2,90,0,9.00,8.00,false,false,,,,,,0,false,false,EST01,,
npc,Char_413,Geoffroi,de Villehardouin,1150,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,7.00,false,false,,,,,,0,false,false,ELN01,,
npc,Char_425,Engelard,de Cigogne,1173,,true,Eng,true,9.00,5.00,lang_F1,90,0,9.00,9.00,false,false,,,,,,0,false,false,EGL04,,
npc,Char_433,William,de Curcy,1190,,true,Eng,true,5.00,5.00,lang_C2,90,0,1.00,3.00,true,false,Char_224,,Char_224,,,0,false,false,ESM01,,
npc,Char_440,Margery d'Umfraville,d'Aubigny,1152,,false,Eng,true,5.00,6.00,lang_C2,90,0,3.00,4.33,true,false,Char_278,Char_278,,,,0,false,false,ELC07,,
npc,Char_443,Baldwin,le Bigod,1152,,true,Eng,true,6.00,1.00,lang_C2,90,0,4.00,3.33,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_444,Beatrice,de Beauchamp,1152,,false,Eng,true,7.00,1.00,lang_C2,90,0,3.00,2.00,true,false,Char_18,,,,,0,false,false,ECG05,,
npc,Char_455,Mabel d'Aurevalle,St-John,1154,,false,Eng,true,6.00,1.00,lang_C2,90,0,1.00,3.33,true,false,Char_267,Char_267,,,,0,false,false,EHM01,,
npc,Char_458,Hugh,le Bigod,1154,,true,Eng,true,3.00,6.00,lang_C2,90,0,1.00,1.66,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_462,Sibyl,FitzMartin,1154,,false,Eng,true,5.00,2.00,lang_C2,90,0,7.00,1.66,true,false,Char_111,,,,,0,false,false,ESM03,,
npc,Char_463,Eleanor de Vitre,de Salisbury,1155,,false,Eng,true,5.00,5.00,lang_C2,90,0,3.00,2.66,true,false,Char_101,Char_101,,,,0,false,false,ESY02,,
npc,Char_465,Maud de St Valery,de Braose,1155,,false,Eng,true,5.00,7.00,lang_C2,90,0,7.00,3.33,true,false,Char_226,Char_226,,,,0,false,false,ESX03,,
npc,Char_473,Mabel,de Clare,1155,,false,Eng,true,6.00,4.00,lang_C2,90,0,5.00,2.00,true,false,Char_186,,,,,0,false,false,ESU06,,
npc,Char_478,Henry,Percy,1156,,true,Eng,true,6.00,1.00,lang_C2,90,0,3.00,5.66,true,false,Char_92,Char_542,Char_92,,,0,false,false,EYS14,,
npc,Char_481,John,de Clare,1156,,true,Eng,true,4.00,6.00,lang_C2,90,0,3.00,2.33,true,false,Char_186,,,,,0,false,false,ESU06,,
npc,Char_486,Simon,le Bigod,1156,,true,Eng,true,4.00,6.00,lang_C2,90,0,8.00,7.33,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_487,Joscelin,Percy,1157,,true,Eng,true,7.00,5.00,lang_C2,90,0,8.00,4.66,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_490,Alice,de Vaux,1158,,false,Eng,true,4.00,3.00,lang_C2,90,0,5.00,3.00,true,false,Char_199,Char_199,,,,0,false,false,ECU01,,
npc,Char_492,Eleanor,Percy,1158,,false,Eng,true,6.00,7.00,lang_C2,90,0,1.00,2.00,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_494,William,Greystoke,1158,,true,Eng,true,3.00,1.00,lang_C2,90,0,4.00,5.33,true,false,Char_102,Char_606,Char_102,,,0,false,false,ECU04,,
npc,Char_504,Nicholas,le Bigod,1158,,true,Eng,true,9.00,4.00,lang_C2,90,0,1.00,5.00,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_521,Alice,Percy,1160,,false,Eng,true,6.00,5.00,lang_C2,90,0,8.00,3.66,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_526,Robert,de Courtenay,1160,,true,Eng,true,4.00,7.00,lang_C2,90,0,1.00,2.66,true,false,Char_96,,Char_331,,,0,false,false,EDV05,,
npc,Char_529,Agnes,d'Aubigny,1160,,false,Eng,true,7.00,3.00,lang_C2,90,0,5.00,2.00,true,false,Char_165,,,,,0,false,false,ESX05,,
npc,Char_540,William,le Bigod,1160,,true,Eng,true,8.00,7.00,lang_C2,90,0,1.00,3.33,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_542,Isabel de Brus,Percy,1160,,false,Eng,true,6.00,3.00,lang_C2,90,0,4.00,5.00,true,false,Char_92,Char_478,,,,0,false,false,EYS14,,
npc,Char_553,Amice de Gloucester,de Clare,1162,,false,Eng,true,8.00,3.00,lang_C2,90,0,1.00,5.33,true,false,Char_186,Char_186,,,,0,false,false,ESU06,,
npc,Char_554,Beatrix de Pierrepont,de Warenne,1162,,false,Eng,true,5.00,8.00,lang_C2,90,0,1.00,3.33,true,false,Char_32,Char_32,,,,0,false,false,ENF05,,
npc,Char_556,Emma Pantolf,Corbet,1162,,false,Eng,true,6.00,2.00,lang_C2,90,0,5.00,3.00,true,false,Char_255,Char_255,,,,0,false,false,EAR03,,
npc,Char_564,Ralph,Greystoke,1162,,true,Eng,true,5.00,1.00,lang_C2,90,0,1.00,5.33,true,false,Char_102,,Char_102,,,0,false,false,ECU04,,
npc,Char_565,Robert,Percy,1162,,true,Eng,true,4.00,8.00,lang_C2,90,0,3.00,2.66,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_572,Juliana,le Bigod,1162,,false,Eng,true,6.00,1.00,lang_C2,90,0,5.00,4.66,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_579,Maud,de Beauchamp,1163,,false,Eng,true,6.00,1.00,lang_C2,90,0,7.00,4.00,true,false,Char_18,Char_18,,,,0,false,false,ECG05,,
npc,Char_583,Alice,le Bigod,1163,,false,Eng,true,8.00,5.00,lang_C2,90,0,5.00,4.33,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_589,Berenguela de Navarre,Plantaganet,1164,,false,Eng,true,6.00,3.00,lang_C2,90,0,4.00,3.33,true,false,Char_47,Char_47,,,,0,false,false,ELN01,,
npc,Char_590,Ida,le Bigod,1164,,false,Eng,true,3.00,5.00,lang_C2,90,0,1.00,2.66,true,false,Char_265,Char_265,,,,0,false,false,ESU01,,
npc,Char_597,Radulf,Percy,1164,,true,Eng,true,3.00,6.00,lang_C2,90,0,6.00,2.66,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_605,Robert,de Vere,1164,,true,Eng,true,5.00,7.00,lang_C2,90,0,3.00,6.33,true,false,Char_280,,,,,0,false,false,EEX02,,
npc,Char_606,Helawise Stuteville,Greystoke,1164,,false,Eng,true,4.00,7.00,lang_C2,90,0,8.00,1.33,true,false,Char_102,Char_494,,,,0,false,false,ECU04,,
npc,Char_610,Gilbert FitzRoger,de Lancaster,1165,,true,Eng,true,5.00,8.00,lang_C2,90,0,6.00,5.00,true,false,Char_159,Char_159,,,,0,false,false,ECU07,,
npc,Char_613,Margaret de Clare,de Somery,1165,,false,Eng,true,5.00,3.00,lang_C2,90,0,2.00,3.33,true,false,Char_168,Char_168,,,,0,false,false,EWK03,,
npc,Char_622,Ela,de Warenne,1165,,false,Eng,true,7.00,2.00,lang_C2,90,0,5.00,3.66,true,false,Char_281,,Char_332,,,0,false,false,ESR03,,
npc,Char_625,Ingelram,Balliol,1165,,true,Eng,true,3.00,4.00,lang_C2,90,0,5.00,2.00,true,false,Char_166,,,,,0,false,false,ENU05,,
npc,Char_628,Ralph,de Vere,1165,,true,Eng,true,7.00,5.00,lang_C2,90,0,6.00,2.00,true,false,Char_280,,,,,0,false,false,EEX02,,
npc,Char_629,Isabel de Ferrers,de Mortimer,1166,,false,Eng,true,6.00,4.00,lang_C2,90,0,4.00,1.00,true,false,Char_192,Char_192,,,,0,false,false,EHE02,,
npc,Char_635,William IV,de Warenne,1166,,true,Eng,true,8.00,7.00,lang_C2,90,0,1.00,6.66,true,false,Char_281,,Char_332,,,0,false,false,ESR03,,
npc,Char_642,Hugh,le Bigod,1166,,true,Eng,true,7.00,3.00,lang_C2,90,0,1.00,6.66,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_648,Alice,Meschines,1167,,false,Eng,true,4.00,3.00,lang_C2,90,0,5.00,1.66,true,false,Char_244,,,,,0,false,false,ECH03,,
npc,Char_653,Henry,de Vere,1167,,true,Eng,true,6.00,6.00,lang_C2,90,0,1.00,4.66,true,false,Char_280,,,,,0,false,false,EEX02,,
npc,Char_658,Mabille de Meulan,Redvers,1168,,false,Eng,true,5.00,6.00,lang_F1,90,0,5.00,5.33,true,false,Char_239,Char_239,,,,0,false,false,EDV07,,
npc,Char_659,Alice,St-John,1168,,false,Eng,true,4.00,9.00,lang_C2,90,0,7.00,5.00,true,false,Char_267,,Char_267,,,0,false,false,EHM01,,
npc,Char_661,Robert,de Braose,1169,,true,Eng,true,6.00,6.00,lang_C2,90,0,1.00,2.66,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_667,William,le Bigod,1168,,true,Eng,true,7.00,9.00,lang_C2,90,0,6.00,1.00,true,false,Char_265,,,,,0,false,false,ESU01,,
npc,Char_669,Alice,Greystoke,1169,,false,Eng,true,4.00,2.00,lang_C2,90,0,3.00,4.33,true,false,Char_102,,Char_102,,,0,false,false,ECU04,,
npc,Char_670,Lucy,Percy,1169,,false,Eng,true,4.00,4.00,lang_C2,90,0,4.00,5.66,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_672,Alice de Vere,de Say,1169,,false,Eng,true,8.00,1.00,lang_C2,90,0,4.00,4.00,true,false,Char_20,Char_20,,,,0,false,false,EKE01,,
npc,Char_673,Hawise,Meschines,1169,,false,Eng,true,6.00,2.00,lang_C2,90,0,4.00,1.66,true,false,Char_244,,,,,0,false,false,ECH03,,
npc,Char_677,Maurice,Berkeley,1169,,true,Eng,true,3.00,6.00,lang_C2,90,0,6.00,2.66,true,false,Char_184,,,,,0,false,false,ESY03,,
npc,Char_680,Amabel,Deincourt,1170,,false,Eng,true,5.00,4.00,lang_C2,90,0,1.00,6.33,true,false,Char_276,Char_276,,,,0,false,false,ELC02,,
npc,Char_692,Flandrina,de Braose,1170,,false,Eng,true,4.00,2.00,lang_C2,90,0,8.00,6.66,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_695,Isabel,de Warenne,1170,,false,Eng,true,3.00,2.00,lang_C2,90,0,4.00,2.66,true,false,Char_281,,Char_332,,,0,false,false,ESR03,,
npc,Char_698,Richard,Percy,1170,,true,Eng,true,3.00,2.00,lang_C2,90,0,1.00,3.33,true,false,Char_92,,Char_92,,,0,false,false,EYS14,,
npc,Char_706,Thomas,Berkeley,1170,,true,Eng,true,3.00,7.00,lang_C2,90,0,3.00,1.66,true,false,Char_184,,,,,0,false,false,ESY03,,
npc,Char_708,William,Berkeley,1170,,true,Eng,true,4.00,4.00,lang_C2,90,0,2.00,3.66,true,false,Char_184,,,,,0,false,false,ESY03,,
npc,Char_715,Roger,de Braose,1171,,true,Eng,true,5.00,8.00,lang_C2,90,0,2.00,5.66,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_718,Petronille FitzPiers,Balliol,1172,,false,Eng,true,7.00,8.00,lang_C2,90,0,7.00,2.33,true,false,Char_166,Char_166,,,,0,false,false,ENU05,,
npc,Char_729,Henry,Berkeley,1172,,true,Eng,true,8.00,3.00,lang_C2,90,0,8.00,7.00,true,false,Char_184,,,,,0,false,false,ESY03,,
npc,Char_730,Roger,Beaumont,1172,,true,Eng,true,6.00,8.00,lang_C2,90,0,2.00,3.33,true,false,Char_93,,,,,0,false,false,EDR04,,
npc,Char_731,Warin,de Vescy,1172,,true,Eng,true,4.00,5.00,lang_C2,90,0,1.00,3.66,true,false,Char_126,,,,,0,false,false,ENU02,,
npc,Char_733,Mabel Meschines,d'Aubigny,1173,,false,Eng,true,4.00,3.00,lang_C2,90,0,8.00,3.00,true,false,Char_165,Char_165,,,,0,false,false,ESX05,,
npc,Char_736,Matilda,de Braose,1173,,false,Eng,true,5.00,8.00,lang_C2,90,0,1.00,7.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_737,William,St-John,1173,,true,Eng,true,6.00,4.00,lang_C2,90,0,4.00,1.66,true,false,Char_267,,Char_267,,,0,false,false,EHM01,,
npc,Char_740,Agnes de Lacy,FitzAlan,1174,,false,Eng,true,7.00,1.00,lang_C2,90,0,4.00,3.00,true,false,Char_228,Char_228,,,,0,false,false,ENW03,,
npc,Char_741,Agnes Meschines,de Ferrers,1174,,false,Eng,true,7.00,2.00,lang_C2,90,0,6.00,3.66,true,false,Char_292,Char_292,,,,0,false,false,EST03,,
npc,Char_743,Joan,de Braose,1174,,false,Eng,true,6.00,1.00,lang_C2,90,0,7.00,3.00,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_744,Reinald,de Courtenay,1174,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,3.00,true,false,Char_96,,Char_331,,,0,false,false,EDV05,,
npc,Char_745,Robert,St-John,1174,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,4.00,true,false,Char_267,,Char_267,,,0,false,false,EHM01,,
npc,Char_749,Richard,Berkeley,1174,,true,Eng,true,8.00,1.00,lang_C2,90,0,2.00,5.00,true,false,Char_184,,,,,0,false,false,ESY03,,
npc,Char_752,Adele de Ponthieu,St-Valery,1175,,false,Eng,true,4.00,4.00,lang_C2,90,0,8.00,1.66,true,false,Char_163,Char_163,,,,0,false,false,EOX01,,
npc,Char_753,Isabel Neville,Neville,1175,,false,Eng,true,6.00,1.00,lang_C2,90,0,2.00,5.66,true,false,Char_213,Char_213,,,,0,false,false,EDU04,,
npc,Char_754,Margaret Dunkeld,de Vescy,1175,,false,Eng,true,3.00,2.00,lang_C2,90,0,2.00,3.66,true,false,Char_126,Char_126,,,,0,false,false,ENU02,,
npc,Char_757,Giles,de Braose,1175,,true,Eng,true,5.00,4.00,lang_C2,90,0,1.00,4.66,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_763,Thomas,de Braose,1175,,true,Eng,true,7.00,6.00,lang_C2,90,0,1.00,3.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_764,William,de Braose,1175,,true,Eng,true,8.00,8.00,lang_C2,90,0,1.00,2.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_769,Hawise,Beaumont,1175,,false,Eng,true,6.00,7.00,lang_C2,90,0,9.00,2.33,true,false,Char_93,,,,,0,false,false,EDR04,,
npc,Char_775,Ada,Morville,1176,,false,Eng,true,8.00,3.00,lang_C2,90,0,4.00,5.00,true,false,Char_162,,Char_162,,,0,false,false,ECU03,,
npc,Char_778,Henry,de Courtenay,1176,,true,Eng,true,5.00,4.00,lang_C2,90,0,1.00,3.66,true,false,Char_96,,Char_331,,,0,false,false,EDV05,,
npc,Char_779,Lauretta,de Braose,1176,,false,Eng,true,4.00,6.00,lang_C2,90,0,3.00,4.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_786,Maud de Clare,de Lacy,1177,,false,Eng,true,3.00,3.00,lang_C2,90,0,3.00,3.66,true,false,Char_284,Char_284,,,,0,false,false,EYS15,,
npc,Char_789,Walter,de Braose,1177,,true,Eng,true,6.00,7.00,lang_C2,90,0,8.00,3.00,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_799,Reinald,de Braose,1178,,true,Eng,true,7.00,8.00,lang_C2,90,0,2.00,2.00,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_827,Gilbert,de Clare,1180,,true,Eng,true,4.00,5.00,lang_C2,90,0,8.00,2.33,true,false,Char_186,,Char_186,,,0,false,false,ESU06,,
npc,Char_829,Hugh,de Braose,1180,,true,Eng,true,4.00,5.00,lang_C2,90,0,1.00,3.00,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_830,John,de Braose,1180,,true,Eng,true,6.00,3.00,lang_C2,90,0,2.00,4.00,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_831,Margaret,d'Aubigny,1180,,false,Eng,true,5.00,2.00,lang_C2,90,0,4.00,5.00,true,false,Char_278,,Char_278,,,0,false,false,ELC07,,
npc,Char_833,Mary,le Bigod,1180,,false,Eng,true,5.00,7.00,lang_C2,90,0,5.00,3.33,true,false,Char_265,,Char_265,,,0,false,false,ESU01,,
npc,Char_846,Henry,de Braose,1181,,true,Eng,true,4.00,6.00,lang_C2,90,0,1.00,3.66,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_856,Nichola,Meschines,1182,,false,Eng,true,6.00,2.00,lang_C2,90,0,5.00,2.00,true,false,Char_244,,,,,0,false,false,ECH03,,
npc,Char_859,Bernard,de Braose,1183,,true,Eng,true,8.00,5.00,lang_C2,90,0,1.00,4.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_862,Margery,de Braose,1183,,false,Eng,true,8.00,2.00,lang_C2,90,0,8.00,6.33,true,false,Char_226,,Char_226,,,0,false,false,ESX03,,
npc,Char_867,Thomas,of Holgate,1183,,true,Eng,true,5.00,4.00,lang_C2,90,0,8.00,1.33,true,false,Char_268,,Char_268,,,0,false,false,EAR04,,
npc,Char_873,Nicholas,d'Aubigny,1184,,true,Eng,true,5.00,8.00,lang_C2,90,0,5.00,2.66,true,false,Char_278,,Char_278,,,0,false,false,ELC07,,
npc,Char_874,Robert II,de Vaux,1184,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,2.66,true,false,Char_199,,Char_199,,,0,false,false,ECU01,,
